Strain Dist.
X UNIT,km 
Y UNIT,%
RANGE,2
PULSE WIDTH[ns],10
AVERAGE,15
DATA NUM,20000
SAMPLE START POINT,   0.000
RESOLUTION[m],0.10
IOR,1.46200
START FREQUENCY,10400
SWEEP FREQUENCY,10
SAMPLE COUNT,101
SECT COUNT,1
FILTER,OFF
Vb(0) MODE,CONTINUE
MEASUREMENT DISTANCE,   0.000
MEASUREMENT RANGE,   0.000
LOSS CALCULATION,LOSS
LABEL,
SECT RANGE[0],   0.000
SECT FIBER KIND[0],SMF
SECT FREQUENCY[0],10858.5
SECT COEFFICIENT[0],4.88
CURSOR DISTANCE,   0.000
CURSOR FREQUENCY,10400.000
MARKER 1,   0.000
MARKER 2,   0.000
MARKER 3,   0.000
MARKER 4,   0.000
MARKER 5,   0.000
MARKER 6,   0.000
REF MARKER,   0.000
LOSS MARKER 1,   0.000
LOSS MARKER 2,   0.000
LOSS MARKER 3,   0.000
LOSS MARKER Y,   0.000
OPT-OUT MODE,NORMAL
DATA,05/06/2014 22:36:44
-0.75724
-0.74113
-0.73792
-0.72589
-0.72847
0.00000
0.00000
0.00000
0.00000
0.00000
-0.39985
0.23143
-0.04712
-0.04988
-0.05107
-0.05077
-0.05302
-0.05753
-0.05752
-0.05932
-0.06217
-0.06405
-0.06754
-0.07095
-0.07203
-0.07365
-0.07563
-0.07669
-0.07605
-0.07532
-0.07576
-0.07364
-0.07405
-0.07361
-0.07396
-0.07480
-0.07443
-0.07487
-0.07389
-0.07580
-0.07450
-0.07466
-0.07385
-0.07586
-0.07391
-0.07390
-0.07439
-0.07639
-0.07463
-0.07496
-0.07538
-0.07606
-0.07591
-0.07577
-0.07433
-0.07608
-0.07516
-0.07624
-0.07781
-0.07578
-0.07577
-0.07478
-0.07388
-0.07389
-0.07541
-0.07370
-0.07412
-0.07403
-0.07493
-0.07345
-0.07386
-0.07620
-0.07477
-0.07518
-0.07477
-0.07518
-0.07499
-0.07616
-0.07407
-0.07488
-0.07630
-0.07516
-0.07490
-0.07605
-0.07580
-0.07531
-0.07562
-0.07638
-0.07746
-0.07683
-0.07559
-0.07678
-0.07579
-0.07593
-0.07749
-0.07643
-0.07576
-0.07592
-0.07514
-0.07657
-0.07612
-0.07566
-0.07539
-0.07448
-0.07409
-0.07626
-0.07430
-0.07432
-0.07474
-0.07574
-0.07588
-0.07721
-0.07517
-0.07487
-0.07429
-0.07465
-0.07364
-0.07364
-0.07498
-0.07387
-0.07564
-0.07573
-0.07527
-0.07665
-0.07569
-0.07573
-0.07542
-0.07454
-0.07519
-0.07500
-0.07692
-0.07612
-0.07615
-0.07659
-0.07610
-0.07578
-0.07591
-0.07501
-0.07648
-0.07590
-0.07524
-0.07491
-0.07590
-0.07565
-0.07560
-0.07704
-0.07645
-0.07671
-0.07631
-0.07564
-0.07711
-0.07713
-0.07631
-0.07618
-0.07703
-0.07679
-0.07719
-0.07649
-0.07609
-0.07679
-0.07559
-0.07656
-0.07531
-0.07625
-0.07685
-0.07728
-0.07640
-0.07565
-0.07647
-0.07744
-0.07734
-0.07575
-0.07623
-0.07755
-0.07686
-0.07794
-0.07742
-0.07700
-0.07716
-0.07696
-0.07587
-0.07658
-0.07685
-0.07584
-0.07596
-0.07721
-0.07554
-0.07628
-0.07526
-0.07547
-0.07657
-0.07585
-0.07405
-0.07674
-0.07664
-0.07631
-0.07665
-0.07648
-0.07579
-0.07492
-0.07566
-0.07388
-0.07507
-0.07385
-0.07412
-0.07395
-0.07592
-0.07342
-0.07336
-0.07535
-0.07513
-0.07486
-0.07446
-0.07489
-0.07436
-0.07533
-0.07451
-0.07576
-0.07306
-0.07284
-0.07474
-0.07325
-0.07279
-0.07259
-0.07308
-0.07292
-0.07307
-0.07208
-0.07271
-0.07303
-0.07196
-0.07148
-0.07280
-0.07167
-0.07132
-0.07242
-0.07207
-0.07366
-0.07190
-0.07286
-0.07355
-0.07248
-0.07385
-0.07308
-0.07287
-0.07327
-0.07259
-0.07366
-0.07348
-0.07349
-0.07430
-0.07475
-0.07445
-0.07474
-0.07532
-0.07582
-0.07529
-0.07632
-0.07659
-0.07767
-0.07826
-0.07657
-0.07496
-0.07718
-0.07535
-0.07423
-0.07483
-0.07194
-0.07514
-0.07538
-0.07397
-0.07551
-0.07517
-0.07624
-0.07394
-0.07431
-0.07460
-0.07415
-0.07269
-0.07377
-0.07544
-0.07552
-0.07439
-0.07501
-0.07425
-0.07561
-0.07225
-0.07426
-0.07471
-0.07219
-0.07301
-0.07301
-0.07437
-0.07550
-0.07578
-0.07737
-0.07695
-0.07656
-0.07589
-0.07539
-0.07693
-0.07632
-0.07733
-0.07743
-0.07689
-0.07787
-0.07588
-0.07749
-0.07695
-0.07656
-0.07920
-0.07714
-0.07816
-0.07610
-0.07718
-0.07829
-0.07809
-0.07693
-0.07641
-0.07540
-0.07572
-0.07633
-0.07475
-0.07482
-0.07550
-0.07527
-0.07491
-0.07477
-0.07560
-0.07565
-0.07579
-0.07383
-0.07414
-0.07069
-0.07301
-0.07331
-0.07282
-0.07274
-0.07192
-0.07204
-0.07300
-0.07326
-0.07543
-0.07619
-0.07508
-0.07691
-0.07626
-0.07733
-0.07616
-0.07695
-0.07592
-0.07515
-0.07711
-0.07740
-0.07644
-0.07551
-0.07475
-0.07560
-0.07590
-0.07559
-0.07305
-0.07331
-0.07375
-0.07311
-0.07312
-0.07402
-0.07419
-0.07507
-0.07421
-0.07684
-0.07475
-0.07656
-0.07636
-0.07626
-0.07796
-0.07640
-0.07810
-0.07653
-0.07773
-0.07771
-0.07750
-0.07716
-0.07638
-0.07650
-0.07847
-0.07730
-0.07767
-0.07678
-0.07657
-0.07541
-0.07480
-0.07345
-0.07390
-0.07214
-0.07281
-0.07071
-0.07094
-0.07066
-0.07158
-0.07437
-0.07489
-0.07583
-0.07604
-0.07601
-0.07783
-0.07578
-0.07499
-0.07546
-0.07403
-0.07489
-0.07716
-0.07554
-0.07742
-0.07784
-0.07688
-0.07690
-0.07894
-0.07910
-0.07930
-0.07869
-0.07970
-0.07804
-0.07897
-0.07883
-0.07766
-0.07776
-0.07676
-0.07778
-0.07669
-0.07602
-0.07700
-0.07795
-0.07868
-0.07835
-0.07655
-0.07912
-0.07869
-0.07869
-0.07819
-0.07760
-0.07738
-0.07827
-0.07784
-0.07834
-0.07568
-0.07544
-0.07552
-0.07707
-0.07735
-0.07778
-0.07759
-0.07730
-0.07807
-0.07931
-0.07915
-0.08001
-0.07869
-0.07757
-0.07962
-0.07783
-0.07835
-0.07768
-0.07877
-0.07868
-0.07974
-0.07932
-0.07752
-0.08040
-0.07698
-0.07905
-0.07908
-0.07752
-0.07885
-0.07815
-0.07969
-0.08105
-0.08037
-0.08004
-0.07918
-0.08008
-0.07926
-0.07651
-0.07756
-0.07588
-0.07549
-0.07595
-0.07771
-0.07833
-0.07594
-0.07740
-0.07765
-0.07632
-0.07784
-0.07766
-0.07756
-0.07629
-0.07655
-0.07656
-0.07634
-0.07898
-0.07906
-0.07694
-0.07727
-0.07752
-0.07793
-0.07862
-0.07643
-0.07868
-0.07722
-0.07899
-0.07973
-0.07823
-0.07843
-0.07828
-0.07827
-0.07938
-0.07923
-0.07819
-0.07675
-0.07806
-0.07520
-0.07546
-0.07408
-0.07611
-0.07507
-0.07795
-0.07790
-0.07771
-0.07696
-0.07763
-0.07875
-0.07683
-0.07615
-0.07720
-0.07618
-0.07646
-0.07736
-0.07691
-0.07652
-0.07790
-0.07824
-0.07942
-0.07845
-0.07812
-0.07890
-0.07887
-0.07792
-0.07775
-0.07753
-0.07776
-0.07773
-0.07636
-0.07698
-0.07900
-0.07869
-0.07869
-0.07953
-0.07690
-0.07744
-0.07818
-0.07707
-0.07692
-0.07602
-0.07629
-0.07562
-0.07564
-0.07813
-0.07677
-0.07846
-0.07801
-0.07727
-0.07658
-0.07619
-0.07536
-0.07723
-0.07583
-0.07624
-0.07705
-0.07673
-0.07686
-0.07950
-0.07812
-0.07966
-0.07791
-0.07983
-0.07835
-0.07722
-0.07864
-0.07749
-0.07923
-0.07794
-0.07796
-0.07852
-0.07862
-0.08051
-0.07803
-0.07928
-0.07864
-0.07787
-0.07855
-0.07812
-0.07730
-0.07741
-0.07664
-0.07788
-0.07850
-0.08009
-0.07973
-0.07830
-0.08010
-0.07934
-0.07802
-0.07618
-0.07483
-0.07360
-0.07292
-0.07378
-0.07273
-0.07240
-0.07374
-0.07352
-0.07471
-0.07515
-0.07358
-0.07379
-0.07294
-0.07261
-0.07280
-0.07341
-0.07332
-0.07314
-0.07325
-0.07423
-0.07514
-0.07666
-0.07570
-0.07641
-0.07442
-0.07404
-0.07299
-0.07215
-0.07214
-0.07259
-0.07270
-0.07186
-0.07296
-0.07387
-0.07548
-0.07647
-0.07611
-0.07768
-0.07560
-0.07559
-0.07532
-0.07620
-0.07409
-0.07453
-0.07450
-0.07481
-0.07260
-0.07341
-0.07414
-0.07449
-0.07471
-0.07427
-0.07488
-0.07448
-0.07436
-0.07378
-0.07254
-0.07456
-0.07414
-0.07448
-0.07492
-0.07451
-0.07676
-0.07770
-0.07768
-0.07653
-0.07634
-0.07580
-0.07677
-0.07732
-0.07752
-0.07743
-0.07801
-0.07739
-0.07615
-0.07661
-0.07641
-0.07596
-0.07771
-0.07751
-0.07520
-0.07634
-0.07545
-0.07419
-0.07510
-0.07560
-0.07388
-0.07559
-0.07540
-0.07698
-0.07732
-0.07791
-0.07805
-0.07884
-0.07878
-0.08050
-0.08129
-0.08069
-0.08210
-0.08259
-0.08263
-0.08185
-0.08047
-0.08337
-0.08198
-0.08311
-0.08191
-0.08189
-0.08194
-0.08279
-0.08078
-0.08327
-0.08223
-0.08285
-0.08159
-0.08334
-0.08122
-0.08283
-0.08144
-0.08279
-0.08289
-0.08261
-0.08325
-0.08215
-0.08250
-0.08305
-0.08204
-0.08321
-0.08159
-0.08057
-0.08061
-0.08140
-0.08232
-0.08091
-0.08143
-0.08284
-0.08206
-0.08093
-0.08166
-0.08206
-0.08273
-0.08403
-0.08334
-0.08368
-0.08648
-0.08609
-0.08601
-0.08438
-0.08624
-0.08520
-0.08631
-0.08509
-0.08595
-0.08513
-0.08478
-0.08671
-0.08549
-0.08556
-0.08503
-0.08450
-0.08602
-0.08345
-0.08420
-0.08327
-0.08398
-0.08317
-0.08324
-0.08420
-0.08455
-0.08345
-0.08477
-0.08427
-0.08387
-0.08414
-0.08295
-0.08337
-0.08250
-0.08238
-0.08340
-0.08373
-0.08274
-0.08371
-0.08384
-0.08302
-0.08393
-0.08501
-0.08533
-0.08537
-0.08526
-0.08467
-0.08643
-0.08507
-0.08573
-0.08605
-0.08594
-0.08625
-0.08651
-0.08555
-0.08497
-0.08443
-0.08346
-0.08317
-0.08335
-0.08254
-0.08176
-0.08278
-0.08229
-0.08324
-0.08301
-0.08291
-0.08305
-0.08397
-0.08352
-0.08377
-0.08381
-0.08333
-0.08263
-0.08329
-0.08536
-0.08533
-0.08780
-0.08649
-0.08791
-0.08841
-0.08763
-0.08746
-0.08980
-0.09048
-0.08864
-0.08843
-0.08833
-0.08767
-0.08781
-0.08793
-0.08796
-0.08682
-0.08712
-0.08642
-0.08688
-0.08662
-0.08693
-0.08604
-0.08650
-0.08669
-0.08609
-0.08604
-0.08452
-0.08500
-0.08546
-0.08446
-0.08591
-0.08542
-0.08419
-0.08590
-0.08530
-0.08694
-0.08685
-0.08766
-0.08713
-0.08799
-0.08784
-0.08840
-0.08843
-0.08838
-0.08739
-0.08830
-0.08851
-0.08804
-0.08721
-0.08624
-0.08901
-0.09012
-0.08726
-0.08715
-0.08694
-0.08712
-0.08680
-0.08672
-0.08814
-0.08745
-0.08649
-0.08844
-0.08817
-0.08738
-0.08819
-0.08728
-0.08729
-0.08741
-0.08695
-0.08553
-0.08575
-0.08590
-0.08647
-0.08761
-0.08746
-0.08677
-0.08671
-0.08642
-0.08578
-0.08683
-0.08724
-0.08599
-0.08610
-0.08493
-0.08568
-0.08507
-0.08535
-0.08299
-0.08608
-0.08511
-0.08469
-0.08473
-0.08507
-0.08397
-0.08424
-0.08367
-0.08391
-0.08369
-0.08353
-0.08346
-0.08387
-0.08361
-0.08293
-0.08167
-0.08312
